Symbol,Company Name,Market Cap,Sector,Price,Change 1D,Volume,PE Ratio
R,Ryder System,4.58B,Industrials,85.34,-1.92%,"404,452",12.54
DTM,DT Midstream,4.58B,Energy,47.36,-1.37%,"427,698",15.85
BLDP,Ballard Power Systems,4.58B,Industrials,15.33,-3.65%,"2,310,638",0.00
LAZ,Lazard,4.58B,Financials,44.08,-3.82%,"253,108",9.96
CIXX,CI Financial,4.56B,Financial Services,22.94,-3.82%,"24,386",15.20
KRG,Kite Realty Group Trust,4.56B,Real Estate,20.80,-7.02%,"1,175,191",170.49
MTDR,Matador Resources,4.55B,Energy,38.80,-12.75%,"2,212,825",16.30
BWXT,BWX Technologies,4.55B,Industrials,49.35,-2.28%,"386,941",18.42
SEB,Seaboard Corporation,4.53B,Consumer Staples,"3,901.64",-0.97%,685,6.40
AEO,American Eagle Outfitters,4.52B,Consumer Discretionary,26.81,-4.90%,"4,128,303",18.05
MSM,MSC Industrial Direct,4.52B,Industrials,81.43,-3.22%,"203,630",21.04
SNDR,Schneider National,4.51B,Industrials,25.40,-1.70%,"232,603",12.96
NEO,NeoGenomics,4.51B,Health Care,36.65,-2.60%,"500,282",90.94
CNS,Cohen &amp; Steers,4.50B,Financials,93.27,-5.90%,"67,453",32.12
FOUR,Shift4 Payments,4.49B,Information Technology,54.11,-4.31%,"775,455",0.00
CRUS,Cirrus Logic,4.48B,Information Technology,78.46,-3.20%,"243,268",19.35
ETRN,Equitrans Midstream,4.47B,Energy,10.29,-3.92%,"2,589,163",16.44
HXL,Hexcel Corporation,4.47B,Industrials,53.24,-9.72%,"881,426",0.00
THG,Hanover Insurance Group,4.46B,Financials,125.62,-3.21%,"97,181",10.99
ONTO,Onto Innovation,4.46B,Information Technology,90.50,-2.32%,"279,489",38.79
NSP,Insperity,4.46B,Industrials,115.74,-7.47%,"211,184",37.94
CERT,Certara,4.46B,Healthcare,27.90,-2.11%,"879,129",0.00
SKY,Skyline Champion,4.45B,Consumer Discretionary,78.38,-2.60%,"296,247",30.04
RHP,Ryman Hospitality Properties,4.45B,Real Estate,80.75,-9.53%,"582,518",0.00
CIG,Companhia Energetica de Minas Gerais,4.44B,Utilities,2.35,-0.84%,"4,365,626",1.39
LIVN,LivaNova,4.44B,Health Care,83.36,-3.64%,"371,859",0.00
POR,Portland General Electric,4.43B,Utilities,49.55,-2.00%,"261,473",19.43
NEOG,Neogen Corporation,4.43B,Health Care,41.19,-5.38%,"304,573",71.02
PRFT,Perficient,4.42B,Information Technology,134.24,-3.76%,"156,246",81.01
TASK,TaskUs,4.42B,Technology,45.41,-3.20%,"881,926",0.00
RDFN,Redfin,4.41B,Real Estate,41.80,-2.61%,"630,588",0.00
ZH,Zhihu,4.41B,Communication Services,7.85,-4.38%,"1,961,216",0.00
RYAN,Ryan Specialty Group,4.41B,Financial Services,40.09,0.30%,"219,721",85.66
CWST,Casella Waste Systems,4.40B,Industrials,85.65,-3.83%,"131,748",46.25
HRB,H&amp;R Block,4.40B,Consumer Discretionary,25.03,-1.77%,"919,308",10.18
EVBG,Everbridge,4.39B,Information Technology,113.82,0.28%,"288,819",0.00
ZWS,Zurn Water Solutions,4.38B,Utilities,36.09,-2.83%,"495,991",19.09
ATHM,Autohome,4.38B,Communication Services,35.03,-2.45%,"461,217",8.09
SFBS,ServisFirst Bancshares,4.38B,Financials,80.73,-5.34%,"124,356",21.41
CARG,Cargurus,4.37B,Communication Services,37.14,2.88%,"603,397",42.01
SPB,Spectrum Brands Holdings,4.36B,Consumer Staples,102.42,-2.18%,"148,017",23.34
KC,Kingsoft Cloud Holdings,4.35B,Information Technology,18.01,-6.73%,"1,742,303",0.00
ALLK,Allakos,4.35B,Health Care,80.09,-1.39%,"192,277",0.00
HLF,Herbalife Nutrition,4.35B,Consumer Staples,38.78,-0.77%,"588,481",9.11
FLYW,Flywire,4.35B,Technology,41.53,-0.84%,"700,404",0.00
MC,Moelis &amp; Company,4.34B,Financials,63.13,-4.33%,"282,028",9.80
DSEY,Diversey Holdings,4.34B,Consumer Cyclical,13.67,-2.01%,"359,569",0.00
LANC,Lancaster Colony,4.34B,Consumer Staples,157.59,-2.79%,"57,175",32.03
CALX,"Calix, Inc.",4.34B,Information Technology,68.04,-2.44%,"345,951",18.90
CRI,Carter's,4.34B,Consumer Discretionary,102.57,-1.65%,"226,781",13.20
TNL,Travel + Leisure,4.33B,Consumer Discretionary,50.18,-7.49%,"525,315",21.43
JBLU,JetBlue Airways,4.33B,Industrials,13.62,-5.81%,"11,857,066",0.00
AVDX,AvidXchange,4.32B,Health Care,22.09,2.03%,"772,880",0.00
AYX,Alteryx,4.32B,Information Technology,64.09,0.16%,"568,920",0.00
AXS,AXIS Capital Holdings,4.32B,Financials,50.99,-3.02%,"263,311",11.23
AY,Atlantica Sustainable Infrastructure,4.32B,Utilities,38.75,-1.80%,"231,692",0.00
LAC,Lithium Americas,4.32B,Materials,35.69,-1.95%,"1,994,123",0.00
SPCE,Virgin Galactic,4.32B,Industrials,16.73,-1.76%,"5,398,903",0.00
CWEN,Clearway Energy,4.31B,Utilities,37.86,-3.10%,"452,507",131.00
MTH,Meritage Homes,4.30B,Consumer Discretionary,115.36,-1.83%,"216,909",6.78
CWEN.A,Clearway Energy,4.30B,Utilities,35.00,-2.67%,"102,866",121.11
DQ,Daqo New Energy,4.30B,Information Technology,58.52,-2.95%,"823,588",6.51
ENSG,The Ensign Group,4.30B,Health Care,77.75,-4.20%,"258,021",22.94
NOMD,Nomad Foods,4.29B,Consumer Staples,24.29,0.29%,"578,190",18.64
ORA,Ormat Technologies,4.29B,Utilities,76.53,-4.81%,"204,136",66.20
LXP,Lexington Realty Trust,4.28B,Real Estate,15.03,-1.89%,"897,117",19.27
EXLS,ExlService Holdings,4.28B,Information Technology,128.48,-3.96%,"118,425",37.11
HWC,Hancock Whitney,4.27B,Financials,49.20,-6.50%,"370,533",10.11
EVA,Enviva Partners,4.27B,Energy,69.97,-1.28%,"95,424",0.00
YY,JOYY Inc.,4.27B,Communication Services,54.45,-3.83%,"424,496",15.97
PNM,PNM Resources,4.26B,Utilities,49.62,-0.30%,"356,011",21.83
SG,Sweetgreen,4.26B,Financials,40.05,-2.34%,"438,166",0.00
PK,Park Hotels &amp; Resorts,4.26B,Real Estate,18.00,-6.74%,"5,798,207",0.00
ADNT,Adient,4.25B,Consumer Discretionary,45.01,-6.25%,"1,118,695",3.89
KWR,Quaker Chemical,4.25B,Materials,237.26,-2.70%,"37,839",28.05
LTH,Life Time Group,4.24B,Consumer Cyclical,22.14,0.68%,"617,103",0.00
HE,Hawaiian Electric Industries,4.24B,Utilities,38.76,-2.83%,"152,125",17.54
UMPQ,Umpqua Holdings,4.24B,Financials,19.11,-5.07%,"1,285,974",8.73
NKLA,Nikola,4.23B,Consumer Cyclical,10.46,-1.88%,"7,482,228",0.00
OLLI,Ollie's Bargain Outlet,4.20B,Consumer Discretionary,64.62,-1.97%,"559,853",21.38
FELE,Franklin Electric,4.20B,Industrials,90.56,-4.96%,"112,800",30.49
ENV,Envestnet,4.20B,Information Technology,76.90,-3.39%,"191,465",167.90
SXT,Sensient Technologies,4.20B,Materials,99.92,-2.52%,"112,240",36.20
MAC,Macerich,4.19B,Real Estate,19.68,-5.20%,"3,185,362",0.00
SPR,Spirit AeroSystems,4.19B,Industrials,39.90,-8.36%,"4,508,502",0.00
ARQQ,Arqit Quantum,4.18B,Technology,34.85,13.52%,"1,074,495",0.00
SBS,Companhia de Saneamento Basico,4.18B,Utilities,6.12,-0.49%,"1,183,801",9.00
SWX,Southwest Gas Holdings,4.18B,Utilities,69.25,-1.40%,"323,182",17.23
MSGS,Madison Square Garden Sports,4.18B,Communication Services,172.63,-3.46%,"279,932",0.00
APPF,AppFolio,4.17B,Information Technology,120.41,-3.44%,"70,488","2,229.82"
RELY,Remitly Global,4.17B,Technology,25.43,-0.78%,"216,045",0.00
SAFM,Sanderson Farms,4.17B,Consumer Staples,186.69,-0.17%,"77,728",13.94
DBRG,DigitalBridge Group,4.16B,Real Estate,8.10,-1.34%,"3,620,634",0.00
CWK,Cushman &amp; Wakefield,4.16B,Real Estate,18.61,-5.05%,"849,380",54.26
WNS,WNS (Holdings) Limited,4.15B,Information Technology,85.20,-4.08%,"44,639",37.21
ESGR,Enstar Group,4.15B,Financials,225.85,-3.36%,"36,127",4.01
BKH,Black Hills,4.15B,Utilities,64.98,-2.78%,"225,507",16.83
PWSC,PowerSchool Holdings,4.15B,Technology,20.90,0.92%,"311,185",0.00
ARVN,Arvinas,4.14B,Health Care,78.32,0.09%,"201,786",0.00
SSTK,Shutterstock,4.11B,Consumer Discretionary,112.39,-1.26%,"134,596",41.56
SKIN,Beauty Health Co.,4.11B,Consumer Defensive,27.44,-4.02%,"2,001,468",0.00
BNL,Broadstone Net Lease,4.10B,Real Estate,25.45,-3.08%,"412,315",43.06
NOVA,Sunnova Energy,4.10B,Utilities,36.55,-4.14%,"1,411,205",0.00
IONS,Ionis Pharmaceuticals,4.10B,Health Care,29.05,-2.39%,"755,717",0.00
FN,Fabrinet,4.10B,Information Technology,110.70,-3.20%,"84,932",25.94
CHX,ChampionX,4.10B,Energy,20.28,-8.30%,"1,483,764",53.36
ASO,Academy Sports and Outdoors,4.10B,Consumer Discretionary,46.03,-2.29%,"2,366,139",8.20
MNDT,Mandiant,4.09B,Information Technology,17.06,-0.58%,"1,934,781",0.00
AAON,"AAON, Inc.",4.09B,Industrials,78.09,-0.81%,"392,310",58.71
NARI,Inari Medical,4.09B,Health Care,81.49,-4.04%,"284,063",286.94
FLS,Flowserve,4.08B,Industrials,31.34,-4.16%,"354,706",27.25
KFY,Korn Ferry,4.08B,Industrials,74.89,-7.67%,"192,817",18.56
NVTA,Invitae Corporation,4.07B,Health Care,17.99,-1.05%,"1,863,114",0.00
COUR,Coursera,4.07B,Consumer Defensive,28.96,-2.88%,"925,568",0.00
SONO,"Sonos, Inc.",4.06B,Consumer Discretionary,32.25,0.44%,"1,443,948",23.02
BRP,BRP Group,4.05B,Financials,36.10,-3.91%,"231,619",0.00
RIOT,Riot Blockchain,4.05B,Information Technology,34.92,-5.62%,"8,217,467",185.75
BHF,Brighthouse Financial,4.04B,Financials,50.64,-4.58%,"656,522",0.00
PSTH,Pershing Square Tontine Holdings,4.04B,Financials,20.21,0.15%,"1,233,342",0.00
EDU,New Oriental Education &amp; Technology,4.04B,Consumer Discretionary,2.23,-2.62%,"24,714,222",11.15
WEBR,Weber,4.04B,Consumer Cyclical,14.07,-0.07%,"213,303",29.06
GOLF,Acushnet Holdings,4.03B,Consumer Discretionary,54.70,-2.62%,"147,406",18.11
FRHC,Freedom Holding,4.01B,Financials,67.38,-2.36%,"504,869",11.30
SKLZ,Skillz,4.01B,Communication Services,9.82,0.31%,"7,116,836",0.00
DOC,Physicians Realty Trust,4.00B,Real Estate,18.16,-1.47%,"1,684,011",52.33
ME,23andMe,4.00B,Healthcare,9.14,-0.60%,"1,167,305",0.00
SAFE,Safehold,4.00B,Real Estate,70.69,-2.93%,"96,568",56.06
AI,C3.ai,4.00B,Information Technology,38.38,0.92%,"1,603,752",0.00
MNSO,Miniso Group,3.99B,Consumer Cyclical,13.02,-5.79%,"631,209",0.00
LOB,Live Oak Bancshares,3.99B,Financials,91.87,-3.28%,"187,625",24.55
MUR,Murphy Oil,3.99B,Energy,25.80,-10.39%,"2,292,201",0.00
HOMB,Home Bancshares,3.98B,Financials,24.28,-6.25%,"551,571",12.22
CWAN,Clearwater Analytics,3.98B,Technology,22.41,-1.32%,"119,244",0.00
ADPT,Adaptive Biotechnologies,3.97B,Health Care,28.12,-0.28%,"379,504",0.00
OSTK,Overstock.com,3.97B,Consumer Discretionary,92.18,-0.67%,"634,349",12.00
ALRM,Alarm.com,3.96B,Information Technology,79.13,-3.55%,"145,321",69.29
IBP,Installed Building Products,3.96B,Consumer Discretionary,133.17,-3.35%,"141,918",33.63
LESL,Leslie's,3.95B,Consumer Cyclical,20.82,0.48%,"478,627",30.35
CNMD,CONMED Corporation,3.95B,Health Care,135.08,-5.17%,"155,864",69.81
EYE,National Vision Holdings,3.95B,Consumer Discretionary,47.77,-3.08%,"478,064",26.94
HLNE,Hamilton Lane,3.95B,Financials,106.18,-4.68%,"90,414",25.53
TMHC,Taylor Morrison Home,3.95B,Consumer Discretionary,32.13,-2.22%,"654,312",8.62
LCII,LCI Industries,3.95B,Consumer Discretionary,156.17,-1.40%,"106,112",15.59
VNE,Veoneer,3.94B,Consumer Discretionary,35.22,-0.42%,"1,069,498",0.00
CMC,Commercial Metals Company,3.94B,Materials,32.71,-3.45%,"829,128",9.68
DEN,Denbury,3.94B,Energy,78.63,-5.46%,"646,338",0.00
ABCL,AbCellera Biologics,3.94B,Healthcare,13.99,-3.12%,"1,083,247",21.72
HAIN,Hain Celestial Group,3.94B,Consumer Staples,41.63,-0.36%,"544,689",43.27
AUY,Yamana Gold,3.93B,Materials,4.07,-0.97%,"12,931,236",29.28
EXFY,Expensify,3.93B,Technology,48.54,1.46%,"211,131",414.34
TTEC,TTEC Holdings,3.93B,Information Technology,83.53,-4.37%,"261,987",25.26
VZIO,VIZIO Holding,3.92B,Consumer Discretionary,20.25,0.70%,"161,289","1,191.18"
MSP,Datto,3.92B,Information Technology,23.94,-0.62%,"109,472",100.59
LHCG,LHC Group,3.92B,Health Care,123.64,-3.28%,"206,445",29.79
TRTN,Triton International,3.91B,Industrials,58.07,-4.10%,"501,983",9.25
SGRY,Surgery Partners,3.91B,Health Care,43.74,-4.79%,"300,494",0.00
WWE,World Wrestling Entertainment,3.89B,Communication Services,51.37,-3.22%,"461,213",33.53
CIM,Chimera Investment,3.89B,Financials,16.43,-1.91%,"1,568,816",5.81
KNBE,KnowBe4,3.89B,Technology,22.68,1.75%,"367,925",0.00
FUL,H.B. Fuller,3.88B,Materials,73.90,-3.66%,"213,551",26.33
SEM,Select Medical Holdings,3.88B,Health Care,28.94,-4.14%,"408,335",9.09
CBU,Community Bank System,3.87B,Financials,71.83,-3.96%,"147,251",20.30
CXM,Sprinklr,3.87B,Technology,15.18,-0.07%,"257,468",0.00
AIT,Applied Industrial Technologies,3.86B,Industrials,100.46,-4.51%,"99,697",24.23
ALSN,Allison Transmission Holdings,3.86B,Industrials,36.61,-2.45%,"631,631",10.54
HPP,Hudson Pacific Properties,3.86B,Real Estate,25.33,-5.77%,"773,404",0.00
SHOO,Steven Madden,3.86B,Consumer Discretionary,47.44,-2.95%,"386,807",25.97
SWCH,"Switch, Inc.",3.85B,Information Technology,26.81,-0.78%,"1,873,340",154.08
PFSI,PennyMac Financial Services,3.84B,Financials,65.04,-1.09%,"375,525",3.60
KRTX,Karuna Therapeutics,3.84B,Health Care,129.56,-3.78%,"101,076",0.00
REZI,Resideo Technologies,3.84B,Industrials,26.57,-4.49%,"1,019,165",16.49
FNB,F.N.B.,3.83B,Financials,12.02,-4.91%,"2,006,735",10.54
JAMF,Jamf Holding,3.83B,Information Technology,32.30,-0.65%,"370,467",0.00
SSRM,SSR Mining,3.83B,Materials,18.09,-2.37%,"1,283,053",16.04
DCT,Duck Creek Technologies,3.83B,Information Technology,28.98,-0.14%,"329,179",0.00
ISBC,Investors Bancorp,3.82B,Financials,15.42,-4.22%,"1,268,635",12.35
OLO,"Olo, Inc.",3.82B,Technology,25.18,-1.06%,"695,825",0.00
OUT,OUTFRONT Media,3.80B,Real Estate,26.13,-5.33%,"1,167,302",0.00
APLS,Apellis Pharmaceuticals,3.80B,Health Care,43.54,-3.27%,"524,320",0.00
TSEM,Tower Semiconductor,3.79B,Information Technology,34.95,-2.92%,"215,753",29.39
LZ,LegalZoom.com,3.79B,Communication Services,19.24,-0.67%,"315,087",0.00
BIPC,Brookfield Infrastructure,3.78B,Utilities,59.49,-2.03%,"371,269",0.00
CCMP,CMC Materials,3.78B,Information Technology,132.88,-3.29%,"153,246",0.00
BECN,Beacon Roofing Supply,3.77B,Industrials,53.77,-3.01%,"284,482",0.00
EBC,Eastern Bankshares,3.74B,Financials,20.05,-3.98%,"583,464",46.52
APAM,Artisan Partners Asset Management,3.74B,Financials,47.31,-3.55%,"398,103",9.44
BLKB,Blackbaud,3.73B,Information Technology,77.51,-3.23%,"157,010",0.00
PPBI,Pacific Premier Bancorp,3.73B,Financials,39.57,-6.28%,"409,636",11.69
MMSI,Merit Medical Systems,3.73B,Health Care,66.11,-3.49%,"239,861",86.31
RDN,Radian Group,3.73B,Financials,20.81,-3.75%,"1,257,030",7.27
JBGS,JBG SMITH Properties,3.73B,Real Estate,28.73,-2.91%,"689,503",0.00
TRIP,TripAdvisor,3.73B,Communication Services,26.75,-5.18%,"5,310,568",0.00
HTZ,Hertz Global Holdings,3.72B,Industrials,23.87,-2.17%,"3,771,421",20.01
BBU,Brookfield Business Partners,3.71B,Industrials,47.31,-0.32%,"25,130",21.68
KMPR,Kemper Corporation,3.71B,Financials,58.31,-0.53%,"176,428",45.70
COMP,Compass,3.70B,Technology,9.50,-0.31%,"988,018",0.00
ABG,Asbury Automotive Group,3.70B,Consumer Discretionary,159.79,-2.55%,"245,846",6.46
KBH,KB Home,3.69B,Consumer Discretionary,42.19,-3.10%,"807,559",8.08
AVT,Avnet,3.69B,Information Technology,37.15,-4.47%,"489,570",11.57
PCH,PotlatchDeltic,3.68B,Real Estate,54.90,-3.84%,"276,941",7.66
JOBS,51job,3.65B,Industrials,54.19,-2.87%,"139,410",31.32
KD,Kyndryl Holdings,3.65B,Technology,16.32,-3.72%,"2,168,587",0.00
VSAT,ViaSat,3.65B,Information Technology,47.18,-2.82%,"255,238",98.70
PECO,Phillips Edison &amp; Company,3.64B,Real Estate,32.44,-3.37%,"83,209",352.61
BOOT,Boot Barn Holdings,3.64B,Consumer Discretionary,122.90,-4.03%,"323,519",27.88
CCOI,Cogent Communications Holdings,3.64B,Communication Services,76.25,-2.85%,"213,827",158.52
SMPL,Simply Good Foods,3.64B,Consumer Staples,37.93,-4.39%,"382,683",90.31
ALKS,Alkermes,3.63B,Health Care,22.47,-1.79%,"610,667",0.00
BKU,BankUnited,3.63B,Financials,40.77,-4.94%,"787,794",10.16
TROX,Tronox Holdings,3.63B,Materials,23.57,-1.75%,"1,072,129",14.72
SANA,Sana Biotechnology,3.62B,Healthcare,18.37,-3.16%,"245,710",0.00
UNF,UniFirst,3.62B,Industrials,192.00,-4.04%,"71,408",24.18
IAS,Integral Ad Science Holding,3.62B,Communication Services,23.53,-1.42%,"362,929",0.00
CHGG,"Chegg, Inc.",3.62B,Consumer Discretionary,24.99,-1.03%,"3,418,331","12,495.00"
NJR,New Jersey Resources,3.62B,Utilities,37.56,-4.18%,"301,313",19.91
AGO,Assured Guaranty,3.62B,Financials,51.84,-3.03%,"211,625",14.62
GATX,GATX Corporation,3.62B,Industrials,101.87,-2.30%,"127,119",36.60
GPI,Group 1 Automotive,3.62B,Consumer Discretionary,199.79,-2.20%,"81,958",6.52
BOX,"Box, Inc.",3.62B,Information Technology,23.86,-1.77%,"1,021,285",0.00
ESMT,EngageSmart,3.60B,Technology,22.29,-0.71%,"256,824",0.00
NVMI,Nova Ltd.,3.60B,Information Technology,126.42,-3.18%,"59,356",44.13
DORM,Dorman Products,3.60B,Consumer Discretionary,113.90,-6.29%,"58,275",27.44
AIMC,Altra Industrial Motion,3.60B,Industrials,55.48,-7.22%,"149,089",24.65
VIAV,Viavi Solutions,3.60B,Information Technology,15.15,-2.88%,"904,481",0.00
UDMY,Udemy,3.60B,Consumer Defensive,26.20,-2.42%,"313,903",0.00
ADS,Alliance Data Systems,3.60B,Information Technology,72.31,-4.78%,"626,160",4.51
FLOW,SPX Flow,3.58B,Industrials,85.28,-1.46%,"230,857",46.58
EPR,EPR Properties,3.57B,Real Estate,47.78,-6.57%,"820,861",359.25
KLIC,Kulicke &amp; Soffa Industries,3.57B,Information Technology,57.64,-3.95%,"685,322",14.57
ACIW,ACI Worldwide,3.57B,Information Technology,30.33,-4.98%,"537,449",42.36
NEU,NewMarket Corporation,3.56B,Materials,340.26,-0.64%,"17,179",15.42
LC,LendingClub,3.56B,Financials,35.66,-6.33%,"2,387,799",0.00
JWN,Nordstrom,3.56B,Consumer Discretionary,22.41,-1.10%,"12,760,462","11,205.00"
QFIN,360 DigiTech,3.55B,Financials,23.32,-7.02%,"842,023",4.19
FIX,Comfort Systems USA,3.54B,Industrials,98.29,-3.78%,"101,685",24.14
OGS,ONE Gas,3.54B,Utilities,66.03,-3.70%,"152,020",17.34
ETWO,E2open Parent Holdings,3.53B,Technology,11.78,-3.05%,"1,061,601",0.00
CD,Chindata Group,3.53B,Technology,9.72,0.21%,"1,313,645",0.00
ARNA,Arena Pharmaceuticals,3.52B,Health Care,57.42,-2.61%,"319,421",0.00
MATX,Matson,3.52B,Industrials,83.75,-4.29%,"251,198",5.92
MDC,M.D.C. Holdings,3.51B,Consumer Discretionary,49.71,-1.97%,"303,350",6.50
NSIT,Insight Enterprises,3.51B,Information Technology,100.71,-3.56%,"143,576",17.46
XRX,Xerox,3.51B,Information Technology,19.26,-4.65%,"2,627,433",13.20
PSN,Parsons,3.50B,Industrials,34.27,-2.72%,"219,877",64.54
NMRK,Newmark Group,3.50B,Real Estate,16.46,-6.21%,"1,019,852",5.56
TKC,Turkcell,3.50B,Communication Services,3.74,-1.32%,"389,299",5.02
ABCB,Ameris Bancorp,3.49B,Financials,50.06,-5.90%,"258,229",8.97
ACT,Enact Holdings,3.48B,Financial Services,21.40,-1.11%,"137,550",7.20
APLE,Apple Hospitality REIT,3.48B,Real Estate,15.26,-3.72%,"3,028,234",0.00
BIGC,BigCommerce,3.48B,Information Technology,48.65,-0.39%,"549,210",0.00
SM,SM Energy,3.48B,Energy,28.67,-13.93%,"3,081,698",0.00
AJRD,Aerojet Rocketdyne,3.48B,Industrials,43.26,-1.75%,"369,165",25.15
LGIH,LGI Homes,3.48B,Consumer Discretionary,143.19,-2.27%,"140,523",7.92
TAL,TAL Education Group,3.46B,Consumer Discretionary,5.11,-4.49%,"9,176,829",0.00
ZIP,ZipRecruiter,3.46B,Industrials,29.63,-1.79%,"275,248",170.29
ITCI,Intra-Cellular Therapies,3.46B,Health Care,42.45,-2.55%,"355,520",0.00
AX,Axos Financial,3.46B,Financials,58.09,-6.52%,"279,368",15.83
FHB,First Hawaiian,3.45B,Financials,26.81,-4.76%,"513,712",12.83
ENLC,EnLink Midstream,3.44B,Energy,7.05,-3.69%,"1,174,924",0.00
ZNTL,Zentalis Pharmaceuticals,3.43B,Health Care,75.80,-2.23%,"170,241",0.00
TGTX,TG Therapeutics,3.43B,Health Care,23.98,-5.63%,"896,254",0.00
INSM,Insmed,3.42B,Health Care,28.93,-5.49%,"519,225",0.00
MGY,Magnolia Oil &amp; Gas,3.42B,Energy,18.82,-6.74%,"1,683,794",11.03
AWR,American States Water,3.41B,Utilities,92.45,-2.36%,"170,982",36.37
ATCO,Atlas Corp.,3.41B,Industrials,13.80,-0.93%,"479,147",22.19
PAY,Paymentus Holdings,3.40B,Information Technology,28.26,-0.81%,"297,973",724.62
PSEC,Prospect Capital,3.38B,Financials,8.67,-1.48%,"1,866,264",3.40
HI,Hillenbrand,3.38B,Industrials,46.27,-4.14%,"251,659",18.64
SFNC,Simmons First National,3.38B,Financials,29.17,-3.67%,"463,261",11.54
SWTX,Springworks Therapeutics,3.37B,Health Care,68.48,-2.59%,"307,308",0.00
SUN,Sunoco,3.36B,Energy,40.37,-1.63%,"253,746",7.91
WBT,Welbilt,3.36B,Industrials,23.61,-0.17%,"536,987",43.64
NNI,Nelnet,3.35B,Financials,87.70,-2.15%,"67,265",6.83
ASB,Associated Banc-Corp,3.35B,Financials,22.33,-5.34%,"1,201,832",10.69
FHI,Federated Hermes,3.35B,Financial Services,34.22,-3.98%,"483,938",11.48
SITC,SITE Centers,3.34B,Real Estate,15.81,-6.17%,"1,380,130",74.93
HLIO,Helios Technologies,3.33B,Industrials,102.65,-5.15%,"92,306",38.22
QRTEB,Qurate Retail,3.33B,Consumer Discretionary,8.44,-2.88%,436,2.91
CATY,Cathay General Bancorp,3.32B,Financials,43.00,-5.99%,"327,886",11.59
BOH,Bank of Hawaii,3.32B,Financials,82.41,-5.02%,"165,182",14.31
EPRT,Essential Properties Realty Trust,3.31B,Real Estate,27.25,-4.32%,"407,502",42.91
CWT,California Water Service Group,3.31B,Utilities,62.95,-3.21%,"193,640",28.29
AEIS,Advanced Energy Industries,3.31B,Information Technology,87.89,-3.84%,"328,304",24.73
BBLN,Babylon Holdings,3.30B,Healthcare,8.06,0.88%,"77,279",0.00
ENBL,Enable Midstream Partners,3.29B,Energy,7.48,-2.73%,"681,087",7.80
SIX,Six Flags Entertainment,3.29B,Consumer Discretionary,38.29,-4.25%,"2,483,803",72.80
GEF,Greif,3.29B,Materials,67.66,-2.04%,"87,986",9.95
ACVA,ACV Auctions,3.29B,Technology,21.13,-1.86%,"485,127",0.00
QRTEA,Qurate Retail,3.29B,Consumer Discretionary,8.14,-0.97%,"3,984,023",2.81
CYRX,CryoPort,3.29B,Health Care,66.56,-3.00%,"181,369",0.00
RAMP,LiveRamp Holdings,3.28B,Information Technology,48.18,-3.21%,"222,767",0.00
FCEL,FuelCell Energy,3.28B,Industrials,8.94,-6.19%,"20,251,863",0.00
DAN,Dana Incorporated,3.28B,Consumer Discretionary,22.72,-5.21%,"926,458",15.67
CYTK,Cytokinetics,3.27B,Health Care,39.03,-4.57%,"504,503",0.00
CRVL,CorVel,3.27B,Health Care,184.64,-7.13%,"37,747",56.81
VIRT,Virtu Financial,3.27B,Financials,29.11,0.90%,"774,373",7.50
MLI,Mueller Industries,3.26B,Industrials,56.91,-5.67%,"256,222",8.51
ATRC,AtriCure,3.26B,Health Care,71.01,-7.44%,"179,001",71.51
WDFC,WD-40 Company,3.26B,Consumer Staples,236.83,1.09%,"85,470",46.53
RCUS,Arcus Biosciences,3.26B,Health Care,46.36,-4.33%,"647,499",0.00
LMND,Lemonade,3.25B,Financials,52.80,0.32%,"1,088,563",0.00
VMEO,Vimeo,3.25B,Technology,19.67,-1.94%,"590,139",0.00
KEX,Kirby Corporation,3.25B,Industrials,54.08,-6.29%,"284,497",0.00
ALHC,Alignment Healthcare,3.25B,Health Care,17.34,-7.32%,"682,093",0.00
EVCM,EverCommerce,3.25B,Technology,16.62,-4.21%,"192,032",0.00
CRC,California Resources,3.24B,Energy,40.35,-5.24%,"343,472",0.86
RNW,ReNew Energy Global,3.24B,Utilities,8.09,-8.90%,"572,788",0.00
KTB,Kontoor Brands,3.23B,Consumer Discretionary,56.33,-3.64%,"385,192",17.10
